state_name,county_name,population_density,rural_population,gas_percentage,electricity_percentage,oil_percentage,percentage_of_underserved_population,percentage_of_population_without_broadband_or_computer
Michigan,Shiawassee,128.3018,Not rural,0.81,0.101,0.036,99.7,15.1
Kansas,Jewell,3.218784,Rural,0.847,0.066,0.0,100.0,21.1
Kansas,Mitchell,8.30588,Rural,0.817,0.139,0.005,100.0,18.5
Florida,Bradford,94.62318,Rural,0.036,0.946,0.0,100.0,22.4
Mississippi,Marion,44.91536,Rural,0.26,0.716,0.002,100.0,39.0
Mississippi,George,51.27889,Rural,0.151,0.8,0.0,100.0,28.1
Illinois,Jo Daviess,36.51378,Not rural,0.834,0.121,0.01,94.6,13.4
Indiana,Hancock,262.0302,Not rural,0.683,0.299,0.004,65.5,10.6
Virginia,Franklin,989.9313,Rural,0.062,0.831,0.1,100.0,20.0
Texas,Midland,188.1397,Not rural,0.449,0.54,0.0,80.8,12.7
Kansas,Scott,7.146191,Rural,0.766,0.223,0.0,100.0,13.5
Montana,Cascade,31.28859,Not rural,0.812,0.14,0.005,69.9,18.1
Virginia,Harrisonburg,2987.156,Not rural,0.185,0.751,0.049,69.0,20.8
Illinois,Williamson,159.7296,Rural,0.32,0.663,0.002,100.0,17.7
Montana,Flathead,20.82669,Not rural,0.524,0.374,0.006,90.2,11.7
Kansas,Stevens,7.253254,Rural,0.825,0.164,0.0,100.0,24.8
Kentucky,Fayette,1131.83,Not rural,0.432,0.561,0.001,65.3,10.5
Kentucky,Hancock,48.26426,Rural,0.568,0.391,0.001,100.0,18.5
South Dakota,Brown,22.3452,Not rural,0.536,0.425,0.013,67.3,14.1
West Virginia,Barbour,45.52586,Rural,0.567,0.278,0.011,100.0,22.0
Tennessee,Wayne,22.23784,Rural,0.299,0.62,0.0,100.0,25.7
Nebraska,Box Butte,10.02467,Rural,0.666,0.302,0.005,100.0,14.5
Pennsylvania,Northumberland,199.5726,Rural,0.298,0.29,0.32,100.0,21.1
Texas,Victoria,103.4014,Not rural,0.29,0.692,0.0,87.2,26.1
Virginia,Buena Vista,1031.196,Rural,0.379,0.573,0.009,100.0,26.2
Michigan,St. Clair,222.1106,Not rural,0.86,0.087,0.009,90.6,12.1
Nebraska,Thurston,17.06371,Rural,0.647,0.297,0.013,100.0,29.8
Vermont,Lamoille,56.31813,Rural,0.353,0.047,0.413,100.0,13.7
Virginia,Franklin,79.40516,Rural,0.104,0.768,0.066,100.0,22.5
Oklahoma,Blaine,9.328069,Rural,0.542,0.419,0.007,100.0,25.9
Washington,Kittitas,19.33772,Not rural,0.33,0.546,0.02,82.5,12.6
Indiana,Randolph,54.34821,Not rural,0.592,0.293,0.016,96.9,21.4
Utah,Kane,1.956366,Rural,0.328,0.451,0.011,100.0,20.0
West Virginia,Tucker,16.10092,Rural,0.622,0.18,0.024,100.0,18.6
Wisconsin,Crawford,28.24609,Rural,0.761,0.078,0.022,100.0,19.2
Alabama,Jackson,48.8101,Rural,0.239,0.725,0.002,100.0,21.8
Iowa,Mahaska,38.64231,Rural,0.712,0.249,0.003,100.0,14.6
Kansas,Douglas,261.3052,Not rural,0.684,0.305,0.001,69.2,8.9
Kentucky,Daviess,224.5129,Not rural,0.691,0.296,0.001,72.7,13.7
Kentucky,Powell,73.1385,Rural,0.347,0.576,0.009,100.0,30.2
Missouri,Jasper,192.3051,Not rural,0.492,0.478,0.0,75.4,18.0
Oregon,Union,12.90465,Rural,0.517,0.306,0.011,100.0,13.9
Georgia,Henry,755.7325,Not rural,0.517,0.474,0.0,83.7,9.5
North Dakota,Adams,2.217617,Rural,0.533,0.352,0.057,100.0,12.0
North Carolina,Pamlico,36.6016,Rural,0.199,0.776,0.004,100.0,20.6
Kentucky,Graves,66.51665,Rural,0.606,0.362,0.006,100.0,18.9
Pennsylvania,Cambria,193.8342,Rural,0.491,0.123,0.303,100.0,16.8
Tennessee,McMinn,124.4592,Rural,0.268,0.696,0.005,100.0,21.1
Michigan,Livingston,343.7252,Not rural,0.865,0.091,0.017,96.2,9.5
Colorado,Adams,445.8143,Not rural,0.706,0.275,0.001,74.9,12.4
Pennsylvania,Lackawanna,469.9903,Not rural,0.7,0.181,0.088,69.2,14.1
Oklahoma,Pontotoc,52.91295,Rural,0.553,0.418,0.004,100.0,26.9
Oklahoma,Creek,75.87791,Not rural,0.566,0.398,0.0,86.7,14.9
Texas,Tyler,21.59479,Rural,0.218,0.759,0.001,100.0,27.3
Tennessee,Van Buren,22.61029,Rural,0.206,0.608,0.042,100.0,25.7
Oklahoma,Pottawatomie,92.32623,Not rural,0.555,0.412,0.0,87.1,20.8
New Mexico,Socorro,2.47548,Rural,0.62,0.103,0.0,100.0,42.2
Georgia,Atkinson,24.116,Rural,0.052,0.94,0.0,100.0,36.4
Florida,Duval,1305.646,Not rural,0.036,0.948,0.003,76.3,13.5
Texas,Falls,22.22483,Rural,0.399,0.556,0.016,100.0,30.0
Arkansas,Yell,21.86404,Rural,0.302,0.638,0.0,100.0,25.1
Kansas,Comanche,2.315116,Rural,0.814,0.164,0.005,100.0,19.3
Kentucky,Jessamine,310.1534,Not rural,0.358,0.612,0.005,75.3,11.4
Kentucky,Monroe,34.3911,Rural,0.306,0.621,0.001,100.0,23.1
Oklahoma,Kiowa,8.320542,Rural,0.648,0.297,0.003,100.0,23.0
South Dakota,Lake,19.90973,Rural,0.659,0.286,0.011,100.0,9.8
North Carolina,Caswell,53.47621,Rural,0.26,0.624,0.042,100.0,26.6
Texas,Presidio,1.599895,Rural,0.332,0.581,0.043,100.0,42.8
Ohio,Greene,405.1132,Not rural,0.663,0.3,0.021,68.7,9.4
Texas,Willacy,34.38461,Rural,0.132,0.856,0.0,100.0,33.6
New Mexico,Los Alamos,176.4342,Rural,0.856,0.12,0.0,100.0,6.3
Alabama,Baldwin,146.8177,Not rural,0.109,0.878,0.001,90.2,14.2
Iowa,Appanoose,24.69139,Rural,0.645,0.313,0.001,100.0,24.4
Virginia,New Kent,110.9152,Rural,0.193,0.767,0.018,100.0,19.0
Georgia,Talbot,14.80157,Rural,0.273,0.677,0.006,100.0,35.1
New York,Lewis,20.90935,Rural,0.367,0.075,0.306,100.0,16.2
West Virginia,Clay,23.5393,Rural,0.531,0.367,0.0,100.0,22.0
Indiana,Jefferson,91.64722,Rural,0.286,0.65,0.016,100.0,19.6
Virginia,Bedford,104.9343,Not rural,0.074,0.815,0.055,91.8,19.7
New Mexico,Mora,2.184556,Rural,0.359,0.054,0.0,100.0,43.2
Nebraska,Boone,7.861122,Rural,0.479,0.475,0.005,100.0,13.7
Missouri,Oregon,11.11991,Rural,0.405,0.378,0.002,100.0,34.5
Tennessee,Houston,41.2045,Rural,0.222,0.708,0.004,100.0,19.9
Pennsylvania,Wyoming,66.00119,Not rural,0.254,0.227,0.361,97.6,12.0
North Carolina,Lenoir,137.9925,Not rural,0.283,0.697,0.009,96.4,17.8
Indiana,Vigo,263.4954,Not rural,0.51,0.46,0.008,71.8,14.9
Indiana,Elkhart,446.586,Not rural,0.847,0.131,0.001,76.4,17.2
Virginia,Grayson,34.75896,Rural,0.076,0.536,0.238,100.0,23.8
Texas,Lubbock,347.8209,Not rural,0.466,0.524,0.001,78.5,17.8
Minnesota,Meeker,38.40993,Rural,0.688,0.229,0.026,100.0,15.2
Ohio,Ashland,124.1696,Not rural,0.632,0.225,0.05,82.4,17.8
Nebraska,Madison,62.06216,Not rural,0.587,0.377,0.012,73.5,16.3
Florida,Martin,293.1086,Not rural,0.031,0.942,0.0,75.6,11.4
Colorado,Mineral,0.9066406,Rural,0.356,0.215,0.0,100.0,11.5
Georgia,Dawson,129.7503,Not rural,0.474,0.482,0.004,91.6,11.5
Georgia,Johnson,30.44365,Rural,0.195,0.77,0.003,100.0,35.4
Arkansas,Monroe,11.17274,Rural,0.418,0.569,0.0,100.0,34.4
Missouri,Dallas,31.71819,Rural,0.282,0.485,0.018,100.0,30.4
Virginia,Pittsylvania,62.47763,Rural,0.167,0.693,0.091,100.0,22.5
Kansas,Pawnee,8.336617,Rural,0.659,0.292,0.019,100.0,22.5
Kansas,Wyandotte,1107.833,Not rural,0.716,0.275,0.0,82.6,19.3
Florida,Dixie,23.73926,Rural,0.068,0.868,0.0,100.0,36.3
Michigan,Tuscola,66.12243,Rural,0.78,0.087,0.038,100.0,22.0
Kansas,Graham,2.704427,Rural,0.88,0.112,0.0,100.0,20.7
Louisiana,St. Landry,89.363,Not rural,0.324,0.672,0.001,99.9,32.4
Tennessee,Giles,49.62423,Rural,0.309,0.642,0.003,100.0,21.5
Ohio,Lucas,1266.004,Not rural,0.783,0.204,0.003,70.9,14.0
Arkansas,Mississippi,44.74151,Rural,0.542,0.443,0.0,100.0,22.1
Indiana,Floyd,540.17,Not rural,0.54,0.436,0.006,65.5,16.9
Kansas,Morton,3.683551,Rural,0.852,0.144,0.0,100.0,25.1
Kentucky,Grant,97.2378,Rural,0.308,0.572,0.055,100.0,24.5
Kentucky,Taylor,97.80264,Rural,0.407,0.533,0.002,100.0,16.3
North Carolina,Graham,27.56134,Rural,0.117,0.64,0.104,100.0,34.3
West Virginia,Logan,71.3,Rural,0.304,0.673,0.007,100.0,16.7
West Virginia,Pleasants,58.57698,Rural,0.792,0.166,0.0,100.0,23.0
Virginia,Giles,46.7801,Rural,0.096,0.767,0.065,100.0,20.4
West Virginia,Fayette,61.28878,Rural,0.44,0.485,0.017,100.0,20.9
Washington,Snohomish,396.9956,Not rural,0.444,0.508,0.007,70.1,6.2
New Mexico,Eddy,14.66928,Not rural,0.459,0.523,0.0,90.2,15.9
Nebraska,McPherson,0.5306922,Rural,0.601,0.264,0.0,100.0,27.8
Nebraska,Red Willow,14.90922,Rural,0.64,0.301,0.006,100.0,14.5
Nebraska,Rock,1.301214,Rural,0.426,0.52,0.0,100.0,21.7
Tennessee,Humphreys,35.85784,Rural,0.534,0.44,0.001,100.0,22.4
Illinois,Mason,24.24021,Rural,0.783,0.188,0.004,100.0,15.7
Virginia,Wythe,61.20764,Rural,0.108,0.682,0.102,100.0,24.2
Georgia,Washington,29.43882,Rural,0.331,0.653,0.003,100.0,30.9
Washington,Yakima,59.64426,Not rural,0.256,0.679,0.013,88.6,15.6
Arkansas,Washington,262.7136,Not rural,0.508,0.459,0.001,77.9,18.2
Texas,Henderson,94.56259,Rural,0.158,0.816,0.0,100.0,20.8
Wisconsin,Eau Claire,165.6895,Not rural,0.663,0.262,0.033,63.8,10.6
Tennessee,Sequatchie,60.42859,Not rural,0.285,0.626,0.021,99.8,23.4
Texas,Walker,98.41853,Not rural,0.194,0.781,0.0,88.7,17.9
Arizona,Coconino,7.773004,Not rural,0.579,0.243,0.003,80.5,20.7
Kansas,Sumner,19.05527,Not rural,0.733,0.202,0.003,99.3,15.5
Michigan,Oceana,49.63155,Rural,0.689,0.091,0.048,100.0,22.3
Minnesota,Kanabec,30.95226,Rural,0.71,0.115,0.022,100.0,18.7
Ohio,Ashtabula,139.0075,Not rural,0.655,0.205,0.057,100.0,21.8
California,Alpine,2.051899,Rural,0.46,0.087,0.032,100.0,14.3
Texas,Galveston,924.5987,Not rural,0.488,0.502,0.0,74.5,11.4
Alabama,Bullock,16.58277,Rural,0.246,0.733,0.0,100.0,39.2
Illinois,Livingston,34.27562,Rural,0.826,0.149,0.0,100.0,16.4
Ohio,Preble,96.47916,Rural,0.479,0.353,0.083,100.0,16.4
Ohio,Jackson,77.47369,Rural,0.439,0.472,0.019,100.0,22.1
Texas,Harris,2768.681,Not rural,0.432,0.558,0.001,86.4,14.8
Massachusetts,Middlesex,1984.565,Not rural,0.63,0.161,0.193,62.0,7.3
Texas,Dawson,13.70867,Rural,0.649,0.34,0.0,100.0,27.0
New York,Ontario,174.3399,Not rural,0.716,0.159,0.07,83.8,10.3
Alabama,Autauga,98.84851,Not rural,0.391,0.597,0.001,79.1,14.7
Kansas,Miami,59.58196,Rural,0.505,0.464,0.001,100.0,22.6
Georgia,Dodge,40.27922,Rural,0.206,0.778,0.0,100.0,31.6
New York,Cortland,93.7399,Rural,0.592,0.137,0.151,100.0,22.3
Georgia,Camden,87.43047,Rural,0.077,0.901,0.002,100.0,14.4
Michigan,Washtenaw,524.4041,Not rural,0.797,0.181,0.007,73.5,8.2
Indiana,LaGrange,106.3243,Rural,0.72,0.126,0.002,100.0,47.6
Texas,Pecos,3.172654,Rural,0.396,0.582,0.01,100.0,36.7
Georgia,Peach,186.6732,Not rural,0.253,0.738,0.0,93.5,20.1
Georgia,White,116.9914,Rural,0.25,0.697,0.006,100.0,21.9
Georgia,Jefferson,29.60944,Rural,0.285,0.696,0.0,100.0,29.7
Wisconsin,Oconto,39.14676,Not rural,0.785,0.089,0.022,99.5,14.4
Texas,Nacogdoches,68.4417,Not rural,0.283,0.701,0.0,89.2,16.8
Rhode Island,Washington,394.7964,Not rural,0.396,0.131,0.426,77.8,7.2
Washington,Okanogan,8.039188,Rural,0.059,0.703,0.008,100.0,17.5
Washington,Spokane,305.353,Not rural,0.514,0.437,0.012,67.3,8.7
Wisconsin,Forest,9.109053,Rural,0.766,0.085,0.014,100.0,22.5
Wisconsin,Sawyer,14.3583,Rural,0.79,0.098,0.008,100.0,20.4
New Jersey,Hudson,15414.02,Not rural,0.694,0.251,0.031,83.5,11.5
Ohio,Stark,650.5615,Not rural,0.801,0.154,0.026,66.2,12.2
Texas,Guadalupe,244.3973,Not rural,0.137,0.851,0.0,81.1,9.8
Washington,Island,414.9688,Not rural,0.355,0.551,0.015,91.3,7.4
West Virginia,Jefferson,277.3255,Rural,0.134,0.738,0.065,100.0,11.8
Virginia,Prince William,1435.07,Not rural,0.57,0.405,0.018,79.2,4.6
Pennsylvania,Chester,714.7781,Not rural,0.473,0.296,0.203,63.5,9.1
West Virginia,Mercer,142.0893,Rural,0.239,0.683,0.023,100.0,22.0
Tennessee,Roane,149.0624,Not rural,0.356,0.62,0.001,95.8,19.8
Washington,Clallam,44.4756,Rural,0.051,0.842,0.006,100.0,11.2
Washington,Stevens,18.88254,Rural,0.262,0.383,0.019,100.0,18.7
Iowa,Van Buren,14.86617,Rural,0.679,0.172,0.001,100.0,27.1
Nebraska,Gosper,4.088135,Rural,0.442,0.457,0.005,100.0,11.7
Mississippi,Monroe,44.65871,Rural,0.357,0.626,0.0,100.0,23.5
Florida,Escambia,489.0395,Not rural,0.201,0.78,0.001,75.7,13.6
Texas,Tarrant,2443.058,Not rural,0.322,0.668,0.001,77.7,11.2
Maryland,Prince George's,1983.222,Not rural,0.551,0.399,0.032,94.2,11.3
Virginia,Scott,40.19205,Not rural,0.056,0.865,0.028,95.1,27.4
Texas,Jackson,18.09649,Rural,0.328,0.663,0.0,100.0,22.3
Oklahoma,Love,19.76595,Rural,0.147,0.8,0.001,100.0,27.1
Georgia,Twiggs,22.14276,Rural,0.246,0.704,0.005,100.0,34.7
Ohio,Mahoning,554.0367,Not rural,0.81,0.146,0.023,75.3,14.6
Alabama,Macon,31.54115,Rural,0.486,0.493,0.0,100.0,34.3
Illinois,Wayne,22.59222,Rural,0.666,0.251,0.001,100.0,23.4
Texas,Swisher,7.851401,Rural,0.703,0.267,0.01,100.0,21.9
Missouri,Osage,22.04821,Rural,0.368,0.397,0.005,100.0,26.2
Illinois,Kane,995.9382,Not rural,0.876,0.112,0.001,72.4,9.2
California,El Dorado,112.2546,Not rural,0.633,0.21,0.006,82.9,9.9
South Carolina,Kershaw,90.52836,Not rural,0.235,0.723,0.008,91.9,21.4
North Carolina,Gates,30.85326,Rural,0.269,0.666,0.016,100.0,23.5
Colorado,Otero,14.7233,Rural,0.837,0.126,0.0,100.0,24.9
Oregon,Douglas,22.10667,Not rural,0.259,0.563,0.016,91.7,14.3
Pennsylvania,Monroe,276.3645,Not rural,0.221,0.458,0.239,99.8,10.4
Arkansas,Newton,8.821355,Rural,0.309,0.408,0.0,100.0,27.0
North Dakota,Cavalier,2.478636,Rural,0.539,0.407,0.042,100.0,21.7
Oklahoma,Noble,15.00729,Rural,0.554,0.374,0.009,100.0,21.2
Kansas,Gove,2.573563,Rural,0.792,0.149,0.014,100.0,17.8
Louisiana,Pointe Coupee,37.0855,Rural,0.513,0.483,0.0,100.0,22.7
Nebraska,Gage,25.43158,Rural,0.579,0.393,0.002,100.0,13.2
Alabama,St. Clair,145.2237,Not rural,0.324,0.666,0.0,94.5,18.3
Mississippi,Scott,45.86599,Rural,0.377,0.606,0.001,100.0,34.5
Georgia,Dougherty,258.7544,Not rural,0.202,0.781,0.0,93.4,21.9
Indiana,Harrison,81.97385,Not rural,0.413,0.509,0.017,99.9,22.2
Idaho,Bonner,27.68026,Rural,0.325,0.325,0.02,100.0,19.4
Georgia,Catoosa,419.6531,Not rural,0.189,0.795,0.0,69.9,11.6
Louisiana,LaSalle,23.62794,Rural,0.335,0.646,0.0,100.0,16.9
Maine,Waldo,54.48359,Rural,0.142,0.085,0.563,100.0,16.2
Maryland,Howard,1323.017,Not rural,0.451,0.488,0.046,75.9,4.0
Utah,Salt Lake,1568.228,Not rural,0.854,0.137,0.0,59.0,9.1
Florida,Monroe,83.46004,Not rural,0.028,0.883,0.0,92.0,13.0
Ohio,Tuscarawas,163.5759,Rural,0.701,0.218,0.029,100.0,20.0
New York,Richmond,8569.25,Not rural,0.88,0.059,0.043,70.3,13.9
Ohio,Highland,78.26122,Rural,0.367,0.476,0.034,100.0,25.9
Minnesota,Lake of the Woods,2.917076,Rural,0.624,0.269,0.001,100.0,46.4
Idaho,Bingham,23.0464,Rural,0.528,0.391,0.016,100.0,9.4
South Carolina,Greenville,672.1299,Not rural,0.404,0.571,0.008,77.1,13.1
South Dakota,Lyman,2.264528,Rural,0.542,0.391,0.043,100.0,23.5
Wisconsin,Trempealeau,41.85596,Rural,0.712,0.141,0.051,100.0,16.6
California,Yolo,214.3568,Not rural,0.638,0.312,0.002,81.1,9.6
Texas,Sterling,1.507392,Rural,0.339,0.625,0.0,100.0,15.5
Texas,Winkler,9.012577,Rural,0.547,0.43,0.0,100.0,23.1
South Dakota,Jackson,1.522628,Rural,0.597,0.295,0.056,100.0,59.4
Utah,Sevier,11.34115,Rural,0.811,0.124,0.007,100.0,12.0
Virginia,Charles City,36.95987,Rural,0.065,0.817,0.066,100.0,34.3
Alabama,Choctaw,13.86895,Rural,0.244,0.708,0.001,100.0,32.3
Indiana,Knox,70.07726,Rural,0.627,0.348,0.006,100.0,16.2
Nebraska,Dawson,23.72716,Rural,0.484,0.486,0.0,100.0,13.7
Kansas,Ford,31.15079,Not rural,0.809,0.169,0.0,89.1,18.6
North Dakota,Williams,18.80824,Not rural,0.541,0.433,0.0,65.2,19.0
North Dakota,Cass,105.5722,Not rural,0.476,0.494,0.007,55.8,11.5
Illinois,Hardin,20.66082,Rural,0.782,0.187,0.0,100.0,21.0
Nebraska,Arthur,0.6781777,Rural,0.584,0.292,0.006,100.0,15.7
Texas,Frio,16.01322,Rural,0.102,0.869,0.0,100.0,28.4
Iowa,Johnson,250.1805,Not rural,0.719,0.26,0.002,67.2,9.0
Kansas,Neosho,27.69295,Rural,0.728,0.213,0.0,100.0,24.4
Kentucky,Greenup,104.0866,Rural,0.525,0.435,0.007,100.0,16.0
Kansas,Linn,16.32101,Rural,0.594,0.369,0.002,100.0,33.5
Utah,Garfield,0.9886948,Rural,0.301,0.417,0.051,100.0,16.2
Nevada,Eureka,0.388439,Rural,0.196,0.27,0.011,100.0,13.7
Nebraska,Hayes,1.288803,Rural,0.602,0.321,0.0,100.0,19.3
Colorado,Phillips,6.531208,Rural,0.765,0.207,0.0,100.0,17.8
Arkansas,Calhoun,7.593058,Rural,0.405,0.553,0.0,100.0,31.3
Kentucky,Henderson,102.5986,Not rural,0.475,0.51,0.003,78.2,19.5
Mississippi,Holmes,22.26586,Rural,0.443,0.525,0.012,100.0,53.5
Mississippi,Oktibbeha,112.1423,Not rural,0.349,0.636,0.003,86.3,20.6
Montana,Fergus,2.649257,Rural,0.694,0.157,0.021,100.0,16.4
Maryland,Garrett,44.45695,Rural,0.316,0.252,0.251,100.0,18.3
Louisiana,Webster,61.95828,Rural,0.516,0.468,0.001,100.0,45.1
Michigan,Hillsdale,76.39861,Rural,0.797,0.06,0.027,100.0,21.6
Kentucky,Logan,49.79573,Rural,0.527,0.427,0.005,100.0,26.9
South Dakota,Custer,5.46905,Rural,0.448,0.396,0.004,100.0,17.2
New Hampshire,Merrimack,164.9889,Not rural,0.417,0.114,0.358,82.3,9.7
Pennsylvania,York,505.383,Not rural,0.591,0.229,0.131,97.8,14.0
North Carolina,Rutherford,114.3894,Rural,0.183,0.721,0.055,100.0,21.2
South Dakota,Beadle,15.16567,Rural,0.599,0.368,0.007,100.0,21.2
Alabama,Cullman,120.1569,Rural,0.219,0.753,0.007,100.0,19.5
Georgia,Douglas,723.2495,Not rural,0.56,0.423,0.004,87.3,17.2
Nebraska,Johnson,14.07698,Rural,0.593,0.33,0.016,100.0,19.8
North Carolina,Washington,31.89232,Rural,0.294,0.65,0.041,100.0,29.1
South Dakota,Jones,1.037464,Rural,0.417,0.509,0.034,100.0,16.0
North Carolina,Anson,41.77163,Rural,0.332,0.564,0.079,100.0,18.6
North Dakota,Billings,0.7305254,Rural,0.494,0.441,0.0,100.0,17.8
Nebraska,Antelope,7.352212,Rural,0.712,0.232,0.007,100.0,16.2
Missouri,Gasconade,28.51804,Rural,0.4,0.422,0.016,100.0,17.6
Kentucky,Butler,29.01822,Rural,0.311,0.601,0.006,100.0,24.7
Wyoming,Campbell,9.757676,Not rural,0.683,0.271,0.0,66.8,7.6
Georgia,Morgan,58.06086,Rural,0.199,0.763,0.003,100.0,20.8
Arkansas,Cross,27.30248,Rural,0.41,0.574,0.001,100.0,24.7
Arkansas,Phillips,23.71661,Rural,0.644,0.345,0.0,100.0,30.8
Louisiana,St. James,84.46098,Rural,0.35,0.65,0.0,100.0,22.9
California,Yuba,129.2789,Not rural,0.609,0.295,0.0,87.1,12.7
Alabama,Shelby,285.0835,Not rural,0.441,0.549,0.0,67.8,8.7
Colorado,Ouray,9.129389,Rural,0.706,0.155,0.0,100.0,10.8
New Mexico,Curry,34.38362,Not rural,0.438,0.529,0.001,86.8,17.1
Oklahoma,Washita,10.89634,Rural,0.682,0.27,0.005,100.0,21.1
North Carolina,Orange,367.045,Not rural,0.39,0.579,0.008,72.6,9.8
Indiana,Pulaski,28.81882,Rural,0.806,0.126,0.0,100.0,20.2
Michigan,Benzie,56.48492,Rural,0.765,0.088,0.012,100.0,11.8
New York,Erie,912.2498,Not rural,0.895,0.079,0.01,68.3,13.9
Maryland,Montgomery,2143.19,Not rural,0.543,0.415,0.027,78.3,6.5
Virginia,Manassas Park,5644.046,Not rural,0.716,0.27,0.005,78.4,9.2
Virginia,Arlington,9071.863,Not rural,0.481,0.494,0.008,61.4,7.4
Virginia,Carroll,61.3509,Rural,0.073,0.697,0.112,100.0,24.0
Missouri,St. Charles,724.8188,Not rural,0.694,0.297,0.002,54.4,7.4
California,San Benito,46.63013,Not rural,0.709,0.217,0.001,92.9,7.4
Maryland,Queen Anne's,135.3785,Not rural,0.196,0.634,0.129,88.4,10.5
Kansas,Brown,16.6167,Rural,0.781,0.168,0.015,100.0,19.6
Georgia,Bulloch,118.0968,Not rural,0.085,0.897,0.002,88.3,17.4
Kentucky,Floyd,90.97374,Rural,0.316,0.643,0.021,100.0,21.6
Montana,Broadwater,5.851425,Rural,0.572,0.147,0.007,100.0,19.2
Georgia,Wheeler,25.55082,Rural,0.1,0.863,0.0,100.0,46.3
North Carolina,Craven,143.0822,Not rural,0.249,0.732,0.006,87.2,14.0
Missouri,Holt,9.237225,Rural,0.521,0.368,0.003,100.0,22.9
Texas,Lipscomb,3.258909,Rural,0.7,0.242,0.001,100.0,11.5
Oregon,Columbia,80.25848,Rural,0.365,0.514,0.017,100.0,11.0
South Carolina,Florence,171.1606,Not rural,0.147,0.832,0.007,92.1,24.2
North Dakota,Mountrail,5.286103,Rural,0.574,0.404,0.006,100.0,23.3
Utah,Washington,75.50578,Not rural,0.554,0.423,0.0,69.7,10.5
Montana,Big Horn,2.619145,Rural,0.636,0.274,0.005,100.0,28.1
Pennsylvania,Elk,37.3515,Rural,0.739,0.14,0.049,100.0,15.2
Nebraska,Sioux,0.562243,Rural,0.658,0.173,0.013,100.0,26.1
Mississippi,Covington,44.27787,Rural,0.281,0.707,0.0,100.0,42.0
Indiana,Brown,49.72315,Rural,0.475,0.395,0.019,100.0,17.9
Indiana,Clark,326.1393,Not rural,0.533,0.439,0.005,70.7,17.9
Kentucky,Boyle,169.7554,Rural,0.413,0.55,0.001,100.0,16.3
Kentucky,Estill,55.86352,Rural,0.387,0.5,0.019,100.0,22.9
Texas,Collingsworth,3.119418,Rural,0.565,0.428,0.0,100.0,22.9
Texas,Colorado,21.43308,Rural,0.356,0.613,0.0,100.0,21.9
Illinois,Grundy,125.8563,Not rural,0.865,0.127,0.001,87.6,10.0
Minnesota,Lincoln,10.48838,Rural,0.63,0.261,0.046,100.0,20.7
Georgia,Evans,58.82622,Rural,0.073,0.916,0.0,100.0,28.4
Texas,Wise,77.46836,Rural,0.246,0.732,0.0,100.0,19.1
Georgia,Webster,11.22784,Rural,0.272,0.707,0.003,100.0,28.3
Georgia,Jones,72.0462,Not rural,0.254,0.73,0.0,97.1,15.0
Georgia,Gwinnett,2223.937,Not rural,0.642,0.35,0.002,81.8,10.3
Wisconsin,Polk,49.35693,Rural,0.745,0.131,0.026,100.0,18.1
Wisconsin,Green,63.46439,Rural,0.778,0.12,0.049,100.0,15.2
New York,Putnam,425.3686,Not rural,0.164,0.212,0.589,69.1,5.2
Virginia,Newport News,2683.028,Not rural,0.38,0.599,0.012,79.9,21.3
Colorado,Bent,3.675851,Rural,0.861,0.096,0.0,100.0,21.6
Oklahoma,Jackson,30.86765,Rural,0.703,0.278,0.0,100.0,16.4
Montana,Sanders,4.569989,Rural,0.301,0.223,0.033,100.0,22.3
Texas,Glasscock,1.18638,Rural,0.186,0.773,0.022,100.0,29.3
Arkansas,Franklin,28.17905,Rural,0.339,0.604,0.001,100.0,33.4
Oklahoma,Major,8.039791,Rural,0.621,0.304,0.008,100.0,20.2
Tennessee,Montgomery,412.3103,Not rural,0.23,0.757,0.002,75.2,10.0
Washington,Pend Oreille,9.691162,Rural,0.052,0.65,0.002,100.0,26.5
North Dakota,McLean,4.634975,Rural,0.697,0.254,0.008,100.0,22.7
Oregon,Hood River,45.8936,Rural,0.323,0.542,0.026,100.0,15.3
Iowa,Wright,22.22042,Rural,0.792,0.189,0.006,100.0,24.3
Texas,Shelby,30.36366,Rural,0.305,0.663,0.005,100.0,25.4
Missouri,Crawford,31.00838,Rural,0.354,0.506,0.003,100.0,23.4
Virginia,Bath,7.893021,Rural,0.083,0.501,0.138,100.0,21.3
Minnesota,Otter Tail,30.46813,Rural,0.6,0.274,0.05,100.0,19.7
Louisiana,Plaquemines,29.87102,Not rural,0.371,0.618,0.0,75.3,14.8
Mississippi,Pontotoc,62.67809,Rural,0.444,0.53,0.001,100.0,30.9
Louisiana,Morehouse,31.9995,Rural,0.382,0.592,0.003,100.0,40.7
Kentucky,Bullitt,277.6386,Not rural,0.517,0.46,0.003,69.6,14.4
Alabama,Dallas,39.15859,Rural,0.484,0.489,0.0,100.0,25.5
Texas,Comanche,14.55714,Rural,0.366,0.605,0.002,100.0,23.8
Montana,Lincoln,5.579701,Rural,0.162,0.478,0.029,100.0,20.2
Minnesota,Cass,14.9832,Rural,0.601,0.246,0.023,100.0,18.4
Colorado,Archuleta,10.00601,Rural,0.703,0.128,0.0,100.0,13.7
Mississippi,Yazoo,29.77972,Rural,0.504,0.445,0.029,100.0,26.2
Wisconsin,Outagamie,298.9707,Not rural,0.791,0.154,0.019,65.0,9.5
